Station Na,Station Id,State Code,State Name,Network Co,Network Na,Elevation,Latitude,Longitude,County Nam,County Cod,Start Date,End Date,Aspect_tif,Slope_tif1,LandCover,LC_Detail
Hidden Lake,988,ID,IDAHO,SNTL,SNOTEL,5040,48.8937,-116.75748,Boundary,21,9/20/2000,1/1/2100,318.9516,17.60287,42,Evergreen Forest
High Lonesome,1187,CO,COLORADO,SNTL,SNOTEL,10638,40.0359,-105.75472,Grand,49,7/28/2011,1/1/2100,40.87418,11.21389,42,Evergreen Forest
High Ridge,523,OR,OREGON,SNTL,SNOTEL,4920,45.69682,-118.10657,Umatilla,59,10/1/1978,1/1/2100,44.44621,4.89488,42,Evergreen Forest
Hilts Creek,524,ID,IDAHO,SNTL,SNOTEL,8000,44.01897,-113.4723,Custer,37,10/1/1979,1/1/2100,26.82383,22.85457,42,Evergreen Forest
Hobble Creek,1223,UT,UTAH,SNTL,SNOTEL,7377,40.18538,-111.35971,Utah,49,10/1/2012,1/1/2100,64.04128,5.67187,41,Deciduous Forest
Hobbs Park,525,WY,WYOMING,SNTL,SNOTEL,10100,42.86984,-109.09455,Fremont,13,10/1/1978,1/1/2100,4.95282,8.78495,42,Evergreen Forest
Hogg Pass,526,OR,OREGON,SNTL,SNOTEL,4790,44.42042,-121.85655,Linn,43,10/1/1978,1/1/2100,341.4288,6.67355,52,Shrub_Scrub
Hole-in-Mountain,527,NV,NEVADA,SNTL,SNOTEL,8163,40.94168,-115.0954,Elko,7,10/1/1981,1/1/2100,66.17139,17.46916,52,Shrub_Scrub
Hole-in-Rock,528,UT,UTAH,SNTL,SNOTEL,9168,40.92167,-110.18623,Summit,43,9/18/1985,1/1/2100,346.90591,7.863,42,Evergreen Forest
Holland Meadows,529,OR,OREGON,SNTL,SNOTEL,4930,43.66917,-122.56877,Lane,39,10/1/1979,1/1/2100,354.53806,2.84029,42,Evergreen Forest
Hoodoo Basin,530,MT,MONTANA,SNTL,SNOTEL,6050,46.9751,-115.0349,Mineral,61,10/1/1966,1/1/2100,3.06462,8.93541,42,Evergreen Forest
Hoosier Pass,531,CO,COLORADO,SNTL,SNOTEL,11611,39.36092,-106.05999,Summit,117,10/1/1979,1/1/2100,311.23425,6.47037,42,Evergreen Forest
Hopewell,532,NM,NEW MEXICO,SNTL,SNOTEL,10095,36.71632,-106.2637,Rio Arriba,39,10/1/1978,1/1/2100,24.74596,9.93647,42,Evergreen Forest
Horse Meadow,1050,CA,CALIFORNIA,SNTL,SNOTEL,8557,38.83652,-119.88732,Alpine,3,10/10/2003,1/1/2100,104.80392,16.44047,52,Shrub_Scrub
Horse Ridge,533,UT,UTAH,SNTL,SNOTEL,8199,41.31372,-111.44624,Morgan,29,10/1/1978,1/1/2100,158.42543,10.69563,41,Deciduous Forest
Hourglass Lake,1122,CO,COLORADO,SNTL,SNOTEL,9417,40.57717,-105.62584,Larimer,69,10/1/2008,1/1/2100,14.90633,38.40769,42,Evergreen Forest
Howard Prairie,1158,OR,OREGON,SNTL,SNOTEL,4580,42.215,-122.3713,Jackson,29,9/26/2012,1/1/2100,342.90143,3.05849,52,Shrub_Scrub
Howell Canyon,534,ID,IDAHO,SNTL,SNOTEL,7980,42.32029,-113.61587,Cassia,31,10/1/1978,1/1/2100,109.12207,4.78138,42,Evergreen Forest
Hozomeen Camp,991,WA,WASHINGTON,SNTL,SNOTEL,1690,48.98075,-121.07976,Whatcom,73,10/1/2000,1/1/2100,304.58878,8.00735,42,Evergreen Forest
Huckleberry Creek,928,WA,WASHINGTON,SNTL,SNOTEL,2250,47.06565,-121.58778,Pierce,53,10/1/1997,1/1/2100,347.97882,9.10644,52,Shrub_Scrub
Humboldt Gulch,535,ID,IDAHO,SNTL,SNOTEL,4250,47.53178,-115.77643,Shoshone,79,10/1/1978,1/1/2100,263.16449,9.80118,42,Evergreen Forest
Huntington Horse,1216,UT,UTAH,SNTL,SNOTEL,9652,39.61774,-111.30576,Sanpete,39,10/1/2012,1/1/2100,317.81302,3.64215,52,Shrub_Scrub
Hyndman,537,ID,IDAHO,SNTL,SNOTEL,7620,43.71077,-114.15894,Blaine,13,10/1/1979,1/1/2100,198.51672,7.63119,90,Woody Wetlands
Idarado,538,CO,COLORADO,SNTL,SNOTEL,9812,37.93389,-107.6762,Ouray,91,10/1/1979,1/1/2100,270.7883,10.94916,90,Woody Wetlands
Independence Camp,539,CA,CALIFORNIA,SNTL,SNOTEL,6980,39.45269,-120.29367,Sierra,91,10/1/1978,1/1/2100,143.72675,1.03604,42,Evergreen Forest
Independence Creek,540,CA,CALIFORNIA,SNTL,SNOTEL,6436,39.49001,-120.28226,Sierra,91,10/1/1980,1/1/2100,63.00666,7.01705,42,Evergreen Forest
Independence Lake,541,CA,CALIFORNIA,SNTL,SNOTEL,8338,39.42752,-120.31342,Nevada,57,10/1/1978,1/1/2100,6.50851,20.70141,42,Evergreen Forest
Independence Pass,542,CO,COLORADO,SNTL,SNOTEL,10598,39.07543,-106.61154,Pitkin,97,10/1/1979,1/1/2100,242.13977,10.22024,42,Evergreen Forest
Indian Creek,544,WY,WYOMING,SNTL,SNOTEL,9425,42.30023,-110.67753,Lincoln,23,10/1/1979,1/1/2100,297.13995,3.97474,42,Evergreen Forest
Indian Rock,1129,WA,WASHINGTON,SNTL,SNOTEL,5360,45.99077,-120.80767,Klickitat,39,10/1/2008,1/1/2100,171.21971,14.16921,42,Evergreen Forest
Irish Taylor,545,OR,OREGON,SNTL,SNOTEL,5540,43.80368,-121.94793,Deschutes,17,10/1/1978,1/1/2100,344.59485,14.78328,42,Evergreen Forest
Island Park,546,ID,IDAHO,SNTL,SNOTEL,6290,44.4203,-111.38512,Fremont,43,10/1/1979,1/1/2100,169.06406,0.20817,42,Evergreen Forest
Ivanhoe,547,CO,COLORADO,SNTL,SNOTEL,10541,39.29228,-106.54907,Pitkin,97,10/1/1991,1/1/2100,155.27127,17.22225,42,Evergreen Forest
Jack Creek Upper,548,NV,NEVADA,SNTL,SNOTEL,7377,41.54675,-116.00517,Elko,7,10/1/1978,1/1/2100,10.98391,23.88566,41,Deciduous Forest
Jacks Peak,549,NV,NEVADA,SNTL,SNOTEL,8424,41.5136,-116.0117,Elko,7,10/1/1981,1/1/2100,19.24699,37.30532,52,Shrub_Scrub
Jackson Peak,550,ID,IDAHO,SNTL,SNOTEL,7070,44.05092,-115.44322,Boise,15,10/1/1979,1/1/2100,39.40748,8.63081,42,Evergreen Forest
Jackwhacker Gulch,935,CO,COLORADO,SNTL,SNOTEL,11054,39.57096,-105.80355,Clear Creek,19,8/1/1998,1/1/2100,145.5632,12.41066,42,Evergreen Forest
Jakes Creek,1211,NV,NEVADA,SNTL,SNOTEL,7380,41.5687,-115.03243,Elko,7,12/23/2011,1/1/2100,27.03934,8.36306,41,Deciduous Forest
JL Meadow,1287,MT,MONTANA,SNTL,SNOTEL,8800,44.77665,-113.12217,Beaverhead,1,10/13/2017,1/1/2100,72.04288,8.31667,42,Evergreen Forest
Joe Wright,551,CO,COLORADO,SNTL,SNOTEL,10158,40.53285,-105.88747,Larimer,69,10/1/1978,1/1/2100,341.49414,10.87576,42,Evergreen Forest
Jones Corral,1099,UT,UTAH,SNTL,SNOTEL,9749,38.07125,-112.16788,Garfield,17,10/1/2007,1/1/2100,315.82751,12.39563,42,Evergreen Forest
Jones Pass,970,CO,COLORADO,SNTL,SNOTEL,10426,39.7645,-105.90655,Grand,49,9/30/1999,1/1/2100,246.91446,17.62612,42,Evergreen Forest
Jump Off Joe,552,OR,OREGON,SNTL,SNOTEL,3520,44.38605,-122.16683,Linn,43,10/1/1978,1/1/2100,169.47565,5.34021,42,Evergreen Forest
June Lake,553,WA,WASHINGTON,SNTL,SNOTEL,3440,46.14778,-122.15413,Skamania,59,10/1/1980,1/1/2100,88.94463,5.7391,42,Evergreen Forest
Kalamazoo,1150,NV,NEVADA,SNTL,SNOTEL,7775,39.5579,-114.62762,White Pine,33,10/1/2011,1/1/2100,33.705,8.32075,42,Evergreen Forest
Kelley R.S.,554,WY,WYOMING,SNTL,SNOTEL,8180,42.26554,-110.80177,Lincoln,23,10/1/1963,1/1/2100,142.71394,10.27476,42,Evergreen Forest
Kendall R.S.,555,WY,WYOMING,SNTL,SNOTEL,7740,43.2493,-110.01662,Sublette,35,10/1/1984,1/1/2100,266.59573,13.26778,41,Deciduous Forest
Kilfoil Creek,1145,UT,UTAH,SNTL,SNOTEL,7220,41.24764,-111.41249,Morgan,29,10/1/2010,1/1/2100,2.75557,31.82658,42,Evergreen Forest
Kiln,556,CO,COLORADO,SNTL,SNOTEL,9624,39.3172,-106.61501,Pitkin,97,10/1/1979,1/1/2100,297.78296,3.85267,42,Evergreen Forest
Kimberly Mine,557,UT,UTAH,SNTL,SNOTEL,9101,38.48383,-112.39273,Piute,31,7/23/1980,1/1/2100,10.5062,17.47449,43,Mixed Forest
King Mountain,558,OR,OREGON,SNTL,SNOTEL,4340,42.72395,-123.20037,Jackson,29,10/1/1979,1/1/2100,359.46561,24.36527,42,Evergreen Forest
Kings Cabin,559,UT,UTAH,SNTL,SNOTEL,8728,40.71632,-109.54401,Uintah,47,10/1/1978,1/1/2100,167.68977,2.9576,42,Evergreen Forest
Kirwin,560,WY,WYOMING,SNTL,SNOTEL,9550,43.86067,-109.32163,Park,29,10/1/1979,1/1/2100,327.80991,21.18119,42,Evergreen Forest
Klondike Narrows,1115,UT,UTAH,SNTL,SNOTEL,7250,41.96769,-111.59713,Cache,5,10/1/2009,1/1/2100,102.29583,8.87608,41,Deciduous Forest
Kolob,561,UT,UTAH,SNTL,SNOTEL,9263,37.52664,-113.05386,Iron,21,10/1/1978,1/1/2100,22.2797,8.0099,41,Deciduous Forest
Kraft Creek,562,MT,MONTANA,SNTL,SNOTEL,4750,47.42749,-113.77515,Missoula,63,10/1/1979,1/1/2100,20.31408,9.1288,52,Shrub_Scrub
Lake Creek R.S.,563,OR,OREGON,SNTL,SNOTEL,5240,44.21007,-118.63752,Grant,23,10/1/1978,1/1/2100,181.19556,2.50939,42,Evergreen Forest
Lake Eldora,564,CO,COLORADO,SNTL,SNOTEL,9728,39.93659,-105.59031,Boulder,13,10/1/1978,1/1/2100,71.85338,11.35721,21,Developed_Open Space
Lake Irene,565,CO,COLORADO,SNTL,SNOTEL,10682,40.41446,-105.81941,Grand,49,10/1/1978,1/1/2100,128.69084,8.76191,42,Evergreen Forest
Lakefork #1,566,UT,UTAH,SNTL,SNOTEL,10128,40.59709,-110.43316,Duchesne,13,10/1/1978,1/1/2100,120.42578,4.62083,42,Evergreen Forest
Lakefork #3,1116,UT,UTAH,SNTL,SNOTEL,8464,40.5502,-110.3529,Duchesne,13,10/1/2009,1/1/2100,89.78671,0.98373,41,Deciduous Forest
Lakefork Basin,513,UT,UTAH,SNTL,SNOTEL,10885,40.73785,-110.62121,Duchesne,13,10/1/1982,1/1/2100,189.56593,1.81773,42,Evergreen Forest
Lakeview Ridge,568,MT,MONTANA,SNTL,SNOTEL,7400,44.58907,-111.82498,Beaverhead,1,10/1/1960,1/1/2100,40.01521,6.11658,42,Evergreen Forest
Lamance Creek,569,NV,NEVADA,SNTL,SNOTEL,6395,41.51542,-117.63197,Humboldt,13,10/1/1980,1/1/2100,92.82626,5.21401,71,Grassland_Herbaceous
Lamoille #3,570,NV,NEVADA,SNTL,SNOTEL,8051,40.6448,-115.3812,Elko,7,10/1/1980,1/1/2100,240.14319,9.62116,41,Deciduous Forest
Lamoille Upper,1310,NV,NEVADA,SNTL,SNOTEL,8993,40.59965,-115.37902,Elko,7,8/10/2022,1/1/2100,21.59109,15.12612,42,Evergreen Forest
Laprele Creek,571,WY,WYOMING,SNTL,SNOTEL,8390,42.43566,-105.86051,Converse,9,10/1/1978,1/1/2100,116.37733,1.6617,42,Evergreen Forest
Larsen Creek,1134,WY,WYOMING,SNTL,SNOTEL,9000,42.5801,-109.0883,Sublette,35,8/4/2010,1/1/2100,180.58456,7.1305,52,Shrub_Scrub
Lasal Mountain,572,UT,UTAH,SNTL,SNOTEL,9578,38.48226,-109.27198,San Juan,37,8/8/1980,1/1/2100,359.12256,10.0117,41,Deciduous Forest
Lasal Mountain-Lower,1215,UT,UTAH,SNTL,SNOTEL,8783,38.48167,-109.29164,San Juan,37,10/1/2012,1/1/2100,293.38193,7.29391,41,Deciduous Forest
Laurel Draw,573,NV,NEVADA,SNTL,SNOTEL,6682,41.77637,-116.02957,Elko,7,10/1/1979,1/1/2100,14.71618,8.30498,71,Grassland_Herbaceous
Leavitt Lake,574,CA,CALIFORNIA,SNTL,SNOTEL,9604,38.27594,-119.61281,Mono,51,10/1/1989,1/1/2100,349.09164,16.41765,42,Evergreen Forest
Leavitt Meadows,575,CA,CALIFORNIA,SNTL,SNOTEL,7198,38.30367,-119.55111,Mono,51,10/1/1980,1/1/2100,341.06116,2.3631,52,Shrub_Scrub
Lee Canyon,1112,NV,NEVADA,SNTL,SNOTEL,8626,36.30537,-115.67508,Clark,3,10/1/2008,1/1/2100,333.55533,26.60505,42,Evergreen Forest
Lemhi Ridge,576,MT,MONTANA,SNTL,SNOTEL,8100,44.9938,-113.44399,Beaverhead,1,1/1/1971,1/1/2100,133.49467,13.93339,42,Evergreen Forest
Lewis Lake Divide,577,WY,WYOMING,SNTL,SNOTEL,7850,44.20862,-110.66628,Teton,39,9/1/1963,1/1/2100,155.48248,0.85483,52,Shrub_Scrub
Lewis Peak,1006,NV,NEVADA,SNTL,SNOTEL,7370,40.3572,-116.8647,Lander,15,10/1/2000,1/1/2100,34.40209,12.3682,41,Deciduous Forest
Lick Creek,578,MT,MONTANA,SNTL,SNOTEL,6860,45.5041,-110.96625,Gallatin,31,10/1/1963,1/1/2100,331.61975,10.20513,42,Evergreen Forest
Lightning Ridge,1056,UT,UTAH,SNTL,SNOTEL,8215,41.35891,-111.48749,Weber,57,10/1/2004,1/1/2100,154.53755,4.06913,52,Shrub_Scrub
Lily Lake,579,UT,UTAH,SNTL,SNOTEL,9133,40.86493,-110.79813,Summit,43,6/12/1980,1/1/2100,336.27292,10.02622,52,Shrub_Scrub
Lily Pond,580,CO,COLORADO,SNTL,SNOTEL,11069,37.38028,-106.54823,Conejos,21,10/1/1979,1/1/2100,178.27301,12.29929,42,Evergreen Forest
Little Bear,582,UT,UTAH,SNTL,SNOTEL,6548,41.40562,-111.82607,Cache,5,10/1/1978,1/1/2100,334.11459,16.5514,41,Deciduous Forest
Little Goose,1131,WY,WYOMING,SNTL,SNOTEL,8870,44.54315,-107.17865,Johnson,19,8/4/2010,1/1/2100,29.79524,13.42255,42,Evergreen Forest
Little Grassy,583,UT,UTAH,SNTL,SNOTEL,6065,37.48631,-113.84582,Washington,53,10/1/1985,1/1/2100,43.18226,10.01914,52,Shrub_Scrub
Little Meadows,584,OR,OREGON,SNTL,SNOTEL,4020,44.61297,-122.22565,Linn,43,10/1/1978,1/1/2100,161.42892,10.63068,42,Evergreen Forest
Little Snake River,1047,WY,WYOMING,SNTL,SNOTEL,8928,41.07051,-106.94284,Carbon,7,7/27/2004,1/1/2100,137.58275,2.38869,42,Evergreen Forest
Little Valley,1242,NV,NEVADA,SNTL,SNOTEL,6493,39.25259,-119.8771,Washoe,31,10/1/2013,1/1/2100,302.80984,3.09402,42,Evergreen Forest
Little Warm,585,WY,WYOMING,SNTL,SNOTEL,9370,43.50278,-109.752,Fremont,13,10/1/1978,1/1/2100,47.98927,6.84714,42,Evergreen Forest
Lizard Head Pass,586,CO,COLORADO,SNTL,SNOTEL,10193,37.79895,-107.92475,Dolores,33,10/1/1979,1/1/2100,300.55075,10.48386,42,Evergreen Forest
Lobdell Lake,587,CA,CALIFORNIA,SNTL,SNOTEL,9249,38.43745,-119.36572,Mono,51,10/1/1978,1/1/2100,347.46182,5.18336,52,Shrub_Scrub
Lolo Pass,588,ID,IDAHO,SNTL,SNOTEL,5240,46.63448,-114.58072,Idaho,49,10/1/1982,1/1/2100,51.23249,11.17072,42,Evergreen Forest
Lone Cone,589,CO,COLORADO,SNTL,SNOTEL,9755,37.89169,-108.19636,San Miguel,113,10/1/1979,1/1/2100,3.89004,5.4126,43,Mixed Forest
Lone Mountain,590,MT,MONTANA,SNTL,SNOTEL,8880,45.27412,-111.42692,Madison,57,10/1/1988,1/1/2100,183.43983,15.68596,42,Evergreen Forest
Lone Pine,591,WA,WASHINGTON,SNTL,SNOTEL,3930,46.27143,-121.96288,Skamania,59,10/1/1978,1/1/2100,27.24719,5.40775,42,Evergreen Forest
Lonesome Beaver,1261,UT,UTAH,SNTL,SNOTEL,9410,38.07,-110.77241,Garfield,17,10/16/2014,1/1/2100,352.18381,75.34048,42,Evergreen Forest
Long Draw Resv,1123,CO,COLORADO,SNTL,SNOTEL,10008,40.51154,-105.7654,Larimer,69,10/16/2008,1/1/2100,82.19481,13.5857,42,Evergreen Forest
Long Flat,592,UT,UTAH,SNTL,SNOTEL,7982,37.51255,-113.39661,Washington,53,9/9/1979,1/1/2100,274.73175,9.3144,42,Evergreen Forest
Long Valley,1016,ID,IDAHO,SNTL,SNOTEL,4890,44.78835,-116.08878,Valley,85,10/1/2001,1/1/2100,132.58321,1.81237,90,Woody Wetlands
Long Valley Jct,593,UT,UTAH,SNTL,SNOTEL,7465,37.48756,-112.51458,Kane,25,6/11/1986,1/1/2100,199.75114,9.56003,52,Shrub_Scrub
Lookout,594,ID,IDAHO,SNTL,SNOTEL,5190,47.45749,-115.70457,Shoshone,79,10/1/1978,1/1/2100,2.96352,20.2383,42,Evergreen Forest
Lookout Mountain,595,NM,NEW MEXICO,SNTL,SNOTEL,8509,33.36089,-107.83203,Sierra,51,10/1/1978,1/1/2100,68.76967,14.49388,42,Evergreen Forest
Lookout Peak,596,UT,UTAH,SNTL,SNOTEL,8161,40.83731,-111.70965,Salt Lake,35,6/23/1988,1/1/2100,121.84042,3.72767,41,Deciduous Forest
Loomis Park,597,WY,WYOMING,SNTL,SNOTEL,8240,43.17387,-110.14007,Sublette,35,10/1/1979,1/1/2100,160.2627,3.90267,42,Evergreen Forest
Lost Creek Resv,1118,UT,UTAH,SNTL,SNOTEL,6082,41.22155,-111.35947,Morgan,29,10/1/2010,1/1/2100,115.41925,5.11991,43,Mixed Forest
Lost Dog,940,CO,COLORADO,SNTL,SNOTEL,9327,40.81557,-106.74833,Routt,107,8/1/1998,1/1/2100,225.57867,12.37635,52,Shrub_Scrub
Lost Horse,599,WA,WASHINGTON,SNTL,SNOTEL,5120,46.3575,-121.08095,Yakima,77,10/1/1989,1/1/2100,196.74669,3.01712,42,Evergreen Forest
Lost Lake,600,ID,IDAHO,SNTL,SNOTEL,6110,47.0809,-115.9604,Shoshone,79,10/1/1979,1/1/2100,99.11903,25.12743,42,Evergreen Forest
Lost-Wood Divide,601,ID,IDAHO,SNTL,SNOTEL,7900,43.82432,-114.26402,Blaine,13,10/1/1979,1/1/2100,100.03004,5.74598,42,Evergreen Forest
Louis Meadow,972,UT,UTAH,SNTL,SNOTEL,6700,40.83033,-111.76457,Salt Lake,35,10/1/1999,1/1/2100,159.96176,52.7546,41,Deciduous Forest
Loveland Basin,602,CO,COLORADO,SNTL,SNOTEL,11427,39.67428,-105.90264,Clear Creek,19,10/1/1991,1/1/2100,345.12112,17.18208,42,Evergreen Forest
Lower Twin,603,MT,MONTANA,SNTL,SNOTEL,7900,45.50871,-111.92288,Madison,57,10/1/1976,1/1/2100,65.25571,2.36273,42,Evergreen Forest
Lubrecht Flume,604,MT,MONTANA,SNTL,SNOTEL,4680,46.88293,-113.32228,Missoula,63,10/1/1970,1/1/2100,175.60068,21.04168,42,Evergreen Forest
Lucky Strike,605,OR,OREGON,SNTL,SNOTEL,4970,45.27478,-118.8479,Umatilla,59,10/1/1978,1/1/2100,357.49258,11.55279,42,Evergreen Forest
Lyman Lake,606,WA,WASHINGTON,SNTL,SNOTEL,5980,48.19798,-120.91678,Chelan,7,10/1/1978,1/1/2100,170.92665,14.7897,42,Evergreen Forest
Lynn Lake,1069,WA,WASHINGTON,SNTL,SNOTEL,3900,47.20172,-121.77972,King,33,8/30/2007,1/1/2100,318.92859,6.67757,42,Evergreen Forest
Lynx Pass,607,CO,COLORADO,SNTL,SNOTEL,8919,40.07832,-106.67095,Routt,107,10/1/1979,1/1/2100,57.65246,6.73931,42,Evergreen Forest
Madison Butte,608,OR,OREGON,SNTL,SNOTEL,5150,45.10513,-119.49585,Morrow,49,10/1/1979,1/1/2100,182.82751,15.09637,42,Evergreen Forest
Madison Plateau,609,MT,MONTANA,SNTL,SNOTEL,7750,44.58623,-111.11627,Gallatin,31,10/1/1967,1/1/2100,355.94058,4.04064,42,Evergreen Forest
Magic Mountain,610,ID,IDAHO,SNTL,SNOTEL,6880,42.18072,-114.28662,Twin Falls,83,10/1/1979,1/1/2100,348.40097,10.16334,52,Shrub_Scrub
Mammoth-Cottonwood,612,UT,UTAH,SNTL,SNOTEL,8709,39.68338,-111.31818,Sanpete,39,10/1/1978,1/1/2100,254.79587,7.023,52,Shrub_Scrub
Mancos,905,CO,COLORADO,SNTL,SNOTEL,10044,37.43109,-108.17005,Montezuma,83,8/30/1994,1/1/2100,260.72284,12.04886,41,Deciduous Forest
Many Glacier,613,MT,MONTANA,SNTL,SNOTEL,4900,48.79698,-113.6705,Glacier,35,10/1/1976,1/1/2100,166.51013,5.01831,42,Evergreen Forest
Marion Forks,614,OR,OREGON,SNTL,SNOTEL,2590,44.59397,-121.97365,Linn,43,10/1/1979,1/1/2100,344.17181,7.1973,42,Evergreen Forest
Marlette Lake,615,NV,NEVADA,SNTL,SNOTEL,7884,39.16395,-119.89672,Carson City,510,10/1/1978,1/1/2100,269.52191,12.75141,42,Evergreen Forest
Marquette,616,WY,WYOMING,SNTL,SNOTEL,8760,44.3016,-109.24019,Park,29,10/1/1979,1/1/2100,327.18567,20.7426,42,Evergreen Forest
Marten Ridge,999,WA,WASHINGTON,SNTL,SNOTEL,3520,48.76292,-121.69823,Whatcom,73,7/1/2006,1/1/2100,137.78271,13.59559,42,Evergreen Forest
Maverick Fork,617,AZ,ARIZONA,SNTL,SNOTEL,9220,33.92123,-109.45872,Apache,1,10/1/1953,1/1/2100,78.92142,14.5846,42,Evergreen Forest
Mc Clure Pass,618,CO,COLORADO,SNTL,SNOTEL,8774,39.12899,-107.28834,Gunnison,51,10/1/1979,1/1/2100,201.97232,10.86898,41,Deciduous Forest
Mccoy Park,1040,CO,COLORADO,SNTL,SNOTEL,9516,39.60231,-106.544,Eagle,37,10/1/2002,1/1/2100,233.86169,2.9503,41,Deciduous Forest
Mckenzie,619,OR,OREGON,SNTL,SNOTEL,4770,44.2103,-121.87292,Lane,39,10/1/1979,1/1/2100,303.41684,1.8219,42,Evergreen Forest
Mcknight Cabin,1048,NM,NEW MEXICO,SNTL,SNOTEL,9242,33.00796,-107.86982,Grant,17,9/25/2003,1/1/2100,230.94553,15.30904,43,Mixed Forest
Meadow Lake,620,ID,IDAHO,SNTL,SNOTEL,9150,44.43655,-113.31815,Lemhi,59,10/1/1979,1/1/2100,89.77628,10.74788,42,Evergreen Forest
Meadows Pass,897,WA,WASHINGTON,SNTL,SNOTEL,3230,47.28312,-121.47197,King,33,10/1/1993,1/1/2100,230.08005,18.16347,42,Evergreen Forest
Med Bow,1196,WY,WYOMING,SNTL,SNOTEL,10512,41.37833,-106.34697,Carbon,7,8/15/2012,1/1/2100,116.47768,13.93324,42,Evergreen Forest
Medano Pass,914,CO,COLORADO,SNTL,SNOTEL,9668,37.85192,-105.43666,Saguache,109,10/1/1995,1/1/2100,224.36615,15.89212,41,Deciduous Forest
Merchant Valley,621,UT,UTAH,SNTL,SNOTEL,8705,38.30285,-112.43637,Beaver,1,7/23/1980,1/1/2100,158.44365,9.05426,43,Mixed Forest
Merritt Mountain,1207,NV,NEVADA,SNTL,SNOTEL,6915,41.8927,-115.858,Elko,7,12/23/2011,1/1/2100,323.64789,4.2254,52,Shrub_Scrub
Mesa Lakes,622,CO,COLORADO,SNTL,SNOTEL,10168,39.05738,-108.05756,Mesa,77,10/1/1985,1/1/2100,89.63078,2.27313,90,Woody Wetlands
MF Nooksack,1011,WA,WASHINGTON,SNTL,SNOTEL,4970,48.82453,-121.92951,Whatcom,73,10/1/2002,1/1/2100,336.85083,26.00355,42,Evergreen Forest
Mica Creek,623,ID,IDAHO,SNTL,SNOTEL,4510,47.15045,-116.26643,Shoshone,79,10/1/1989,1/1/2100,49.44114,9.24057,42,Evergreen Forest
Michigan Creek,937,CO,COLORADO,SNTL,SNOTEL,10702,39.43579,-105.91072,Park,93,8/10/1998,1/1/2100,71.39799,12.60219,42,Evergreen Forest
Midas,1206,NV,NEVADA,SNTL,SNOTEL,6630,41.26873,-116.80332,Elko,7,12/23/2011,1/1/2100,166.65213,6.72858,52,Shrub_Scrub
Middle Creek,624,CO,COLORADO,SNTL,SNOTEL,11269,37.61779,-107.03932,Mineral,79,10/1/1979,1/1/2100,9.70734,6.95174,71,Grassland_Herbaceous
Middle Fork Camp,1014,CO,COLORADO,SNTL,SNOTEL,8969,39.79565,-106.02802,Grand,49,9/19/2001,1/1/2100,66.44128,1.69133,42,Evergreen Forest
Middle Powder,625,WY,WYOMING,SNTL,SNOTEL,7760,43.62728,-107.18138,Washakie,43,10/1/1978,1/1/2100,1.82901,17.91476,42,Evergreen Forest
Midway Valley,626,UT,UTAH,SNTL,SNOTEL,9827,37.56933,-112.83849,Iron,21,7/22/1980,1/1/2100,13.46004,16.59229,42,Evergreen Forest
Milk Shakes,1079,OR,OREGON,SNTL,SNOTEL,5580,45.9821,-117.94883,Wallowa,63,5/12/2007,1/1/2100,23.10855,7.6915,42,Evergreen Forest
Mill Creek Summit,627,ID,IDAHO,SNTL,SNOTEL,8800,44.47212,-114.48992,Custer,37,10/1/1978,1/1/2100,12.83932,6.57456,42,Evergreen Forest
Mill-D North,628,UT,UTAH,SNTL,SNOTEL,8963,40.65883,-111.63683,Salt Lake,35,10/1/1988,1/1/2100,168.87685,18.76822,41,Deciduous Forest
Miller Woods,1084,OR,OREGON,SNTL,SNOTEL,420,45.24755,-123.27563,Yamhill,71,9/22/2006,1/1/2100,174.43279,2.75972,81,Pasture_Hay
Mineral Creek,629,CO,COLORADO,SNTL,SNOTEL,10046,37.84737,-107.72657,San Juan,111,10/1/1978,1/1/2100,304.40952,14.49477,42,Evergreen Forest
Mining Fork,631,UT,UTAH,SNTL,SNOTEL,8295,40.49384,-112.61141,Tooele,45,9/22/1988,1/1/2100,12.37966,34.85762,41,Deciduous Forest
Molas Lake,632,CO,COLORADO,SNTL,SNOTEL,10631,37.74929,-107.68933,San Juan,111,10/1/1985,1/1/2100,260.57056,6.37898,90,Woody Wetlands
Monitor Pass,633,CA,CALIFORNIA,SNTL,SNOTEL,8306,38.6683,-119.6087,Alpine,3,10/1/1990,1/1/2100,347.64304,8.98454,52,Shrub_Scrub
Monte Cristo,634,UT,UTAH,SNTL,SNOTEL,8932,41.46547,-111.49688,Cache,5,10/1/1978,1/1/2100,108.43304,3.74435,43,Mixed Forest
Monument Peak,635,MT,MONTANA,SNTL,SNOTEL,8850,45.21759,-110.237,Park,67,10/1/1976,1/1/2100,339.19702,23.52058,42,Evergreen Forest
Moon Pass,1124,CO,COLORADO,SNTL,SNOTEL,11128,37.96627,-106.55857,Saguache,109,10/1/2008,1/1/2100,356.03378,7.33932,42,Evergreen Forest
Moonshine,636,ID,IDAHO,SNTL,SNOTEL,7440,44.4147,-113.39812,Lemhi,59,10/1/1979,1/1/2100,150.81879,10.57107,42,Evergreen Forest
Moose Creek,638,ID,IDAHO,SNTL,SNOTEL,6200,45.67008,-113.95315,Lemhi,59,10/1/1979,1/1/2100,215.69824,19.29205,42,Evergreen Forest
